Date,Open,High,Low,Close,Adj Close,Volume
2015-03-03,1566.4464944853662,1596.4781154461416,1545.2300301467308,1567.8900530346655,1567.8900530346655,2114409
2015-03-04,1591.679108795718,1614.3817829857437,1576.678178209947,1590.9807519611468,1590.9807519611468,938495
2015-03-05,1573.8874098278698,1615.3113852749805,1567.1124061029814,1583.7675974709093,1583.7675974709093,4026359
2015-03-06,1565.3093647123555,1581.1271695748762,1551.06891920692,1554.4585161517457,1554.4585161517457,3676229
2015-03-09,1577.3803506679185,1599.5122216758352,1541.1550315986099,1569.7574864551268,1569.7574864551268,1287394
2015-03-10,1575.7312217516528,1586.6723918621417,1553.1006794542486,1561.1232774328812,1561.1232774328812,1947708
2015-03-11,1521.3420320490727,1537.7023351317705,1514.3982710815906,1533.1864488709182,1533.1864488709182,3046158
2015-03-12,1547.6558461996847,1569.2720773075223,1534.838039674596,1543.1987635240466,1543.1987635240466,4364852
2015-03-13,1579.106657831424,1601.845108423439,1554.1901294313068,1579.9894066319355,1579.9894066319355,3761304
2015-03-16,1614.8116560077642,1617.5719919395165,1572.9192031800976,1600.1128216576492,1600.1128216576492,2779695
2015-03-17,1586.0879266467239,1591.964872652584,1555.2970962629406,1576.8447576346493,1576.8447576346493,2958325
2015-03-18,1577.7745041915805,1610.1465977091086,1576.88947147815,1579.1483083199741,1579.1483083199741,590488
2015-03-19,1570.33402252539,1593.6925619890408,1541.4060766487091,1564.6731640598161,1564.6731640598161,4447008
2015-03-20,1556.564081208022,1576.5689756178144,1546.078481209386,1561.726038872465,1561.726038872465,2626971
2015-03-23,1586.7253980403686,1616.9578732167945,1564.7497461357348,1572.0568508359502,1572.0568508359502,2865442
2015-03-24,1585.3432303037428,1604.951206482677,1573.31601614301,1586.3998022599144,1586.3998022599144,2675593
2015-03-25,1566.0995865726698,1577.625383106664,1550.6223611633632,1574.5731288726256,1574.5731288726256,1132124
2015-03-26,1578.9850597062064,1597.9847125169454,1569.0959198189098,1570.8042152709909,1570.8042152709909,3745317
2015-03-27,1564.278861960095,1597.257802919699,1560.212316647145,1567.0837201866289,1567.0837201866289,572339
2015-03-30,1543.996244361154,1559.6453651704123,1521.4991851227592,1548.8932521568345,1548.8932521568345,3260100
2015-03-31,1575.9618489075526,1602.1372870249113,1575.165845250042,1579.3617775271548,1579.3617775271548,3457553
2015-04-01,1602.9399437978796,1626.6879270983245,1583.847069714725,1618.9106781156595,1618.9106781156595,673830
2015-04-02,1589.4834763662163,1612.4593649239443,1582.7851148534169,1604.000856845565,1604.000856845565,2719086
2015-04-03,1574.3584372709122,1594.3938309954888,1552.522582333525,1582.0942970741214,1582.0942970741214,4690947
2015-04-06,1606.5019596465067,1616.499067769335,1603.6509487920864,1610.0121790549347,1610.0121790549347,1711228
2015-04-07,1592.4637266899565,1625.7920781433588,1589.9567510824875,1603.4063574054023,1603.4063574054023,4029694
2015-04-08,1606.135453836871,1640.1313328447277,1575.9264521909197,1622.2151905654491,1622.2151905654491,4987627
2015-04-09,1581.3199373467899,1607.1921808363827,1553.298879211712,1596.1665841326658,1596.1665841326658,3908767
2015-04-10,1586.054019690995,1591.1183643253462,1565.67319414566,1577.7423682336814,1577.7423682336814,1203848
2015-04-13,1553.4762673412026,1591.2588929821545,1551.6774729619592,1568.3642692471064,1568.3642692471064,4240620
2015-04-14,1570.7172836274829,1587.4234546121816,1535.1637772160204,1561.2577312751744,1561.2577312751744,2385493
2015-04-15,1533.5331349677795,1558.804261086419,1504.9168243341405,1543.6116804910282,1543.6116804910282,2795719
2015-04-16,1567.366699046879,1590.3615444811876,1540.7795135628573,1555.368651361471,1555.368651361471,417530
2015-04-17,1585.1048110500365,1616.1736264918027,1572.863143625635,1577.6796579901481,1577.6796579901481,3532301
2015-04-20,1554.4403102729843,1587.324759971769,1531.2099209522612,1563.0043813711109,1563.0043813711109,404547
2015-04-21,1568.1594873353852,1608.651752401502,1547.6021782091798,1583.3849406127504,1583.3849406127504,2060817
2015-04-22,1626.6121898092006,1644.9325685354233,1606.3142269909772,1619.333443773479,1619.333443773479,186179
2015-04-23,1600.3088371048705,1632.895812243363,1595.4094669000344,1613.993183768277,1613.993183768277,1962575
2015-04-24,1648.6868479331383,1664.1100916800092,1610.1299405070365,1635.288568947144,1635.288568947144,3821696
2015-04-27,1579.4686221165098,1605.8083347155514,1576.7614327291874,1591.8444292921774,1591.8444292921774,2593204
2015-04-28,1627.1624281215202,1642.0578868639527,1611.420011948304,1615.0341323775713,1615.0341323775713,1957409
2015-04-29,1639.0408781104854,1645.9446449291756,1630.367736179578,1637.7061573861954,1637.7061573861954,4974603
2015-04-30,1618.4611272122117,1646.7367825915592,1614.8231385912904,1619.4201443836216,1619.4201443836216,1546929
2015-05-01,1656.864437805855,1658.07652544465,1625.6771570056792,1648.8970125500514,1648.8970125500514,2987961
2015-05-04,1705.841401797874,1723.2149974469082,1673.6136318180934,1702.4881722045043,1702.4881722045043,817005
2015-05-05,1709.3470639758582,1712.3409763772327,1692.7804599120977,1706.803915368034,1706.803915368034,1547520
2015-05-06,1751.680499003991,1751.823395537255,1712.8619248026887,1742.8448151544178,1742.8448151544178,2583026
2015-05-07,1746.0014024631232,1770.9560997122546,1728.386577235738,1734.7500418177524,1734.7500418177524,2229097
2015-05-08,1752.8548156915117,1774.9891250928936,1737.9121179247795,1769.0120454122393,1769.0120454122393,476718
2015-05-11,1769.7388980607839,1791.8036305880596,1759.4956023264158,1769.6631163165002,1769.6631163165002,4332038
2015-05-12,1812.5388015611857,1825.7655585328196,1793.0088190989725,1801.112349929241,1801.112349929241,643143
2015-05-13,1819.4272224180809,1827.9695229508957,1801.1850624956887,1809.9726958215986,1809.9726958215986,2477728
2015-05-14,1816.4522332480917,1843.9414818541054,1814.695583728439,1832.9130684503964,1832.9130684503964,1402802
2015-05-15,1822.629076605131,1854.8788725519473,1788.5693476005915,1823.2215677777042,1823.2215677777042,1387537
2015-05-18,1893.0620039245318,1913.6182614647796,1880.7293686531991,1885.9107066123731,1885.9107066123731,4843844
2015-05-19,1826.7432418236376,1859.4078832602383,1792.6921503855117,1818.325056952686,1818.325056952686,4695620
2015-05-20,1796.9005647541621,1828.3381183188937,1787.6172942031446,1812.5126534484243,1812.5126534484243,909416
2015-05-21,1828.663619199214,1835.842718511362,1809.7572253978076,1815.2577380727357,1815.2577380727357,4915091
2015-05-22,1800.1182946000501,1831.5420121593575,1765.5852578374388,1809.7648277068624,1809.7648277068624,1714553
2015-05-25,1764.6368800339135,1785.2930047033972,1733.9948917869203,1775.758770008564,1775.758770008564,2044461
2015-05-26,1800.495026626341,1841.7213606438706,1786.7818199110257,1816.3113548155645,1816.3113548155645,3533032
2015-05-27,1858.8474585433548,1882.8309404953545,1834.6694328849035,1857.0012376884683,1857.0012376884683,607524
2015-05-28,1836.2704520476036,1875.0275121782233,1812.7587437607087,1841.7807978488288,1841.7807978488288,1848349
2015-05-29,1809.7148200790316,1840.618802609235,1792.6595622804746,1794.457481398299,1794.457481398299,2826460
2015-06-01,1720.6567062754202,1739.7047928876466,1694.066939339388,1734.778636915049,1734.778636915049,3611309
2015-06-02,1758.0308090040191,1767.067450605422,1723.772668640479,1744.222503459686,1744.222503459686,4733333
2015-06-03,1706.9801488529672,1721.571203610225,1692.7346681979436,1706.1654592427828,1706.1654592427828,4673386
2015-06-04,1748.041400759027,1773.9998126729045,1730.2075688303732,1747.7999152931914,1747.7999152931914,1031867
2015-06-05,1802.1842364791098,1804.6565127795236,1785.1582980260318,1804.511103322449,1804.511103322449,4289629
2015-06-08,1838.2550806857578,1856.777605463729,1796.058640439844,1821.378261300566,1821.378261300566,2642707
2015-06-09,1804.4221388421315,1826.2830208936275,1772.8287391783692,1790.2002280899503,1790.2002280899503,4001765
2015-06-10,1824.3104957305256,1844.594491379189,1780.4403114419006,1807.2609190565634,1807.2609190565634,1034014
2015-06-11,1807.2117953107027,1838.2020822730183,1788.0747047809389,1795.284568221802,1795.284568221802,2373240
2015-06-12,1766.2238082020208,1772.9666936629867,1765.5763158987122,1772.7842537728918,1772.7842537728918,909804
2015-06-15,1751.118402292296,1761.3326709333733,1731.2471113696854,1747.268129596568,1747.268129596568,198375
2015-06-16,1754.5832589895188,1778.9905951257301,1726.2314081262878,1757.562548239829,1757.562548239829,737131
2015-06-17,1780.1589044455627,1813.8100199846601,1745.5278418039463,1781.758699988155,1781.758699988155,1930351
2015-06-18,1766.749838653221,1780.146266801386,1754.861899017234,1765.615433130464,1765.615433130464,1656981
2015-06-19,1769.916037954858,1787.856225125889,1747.6912230881712,1770.3020466701153,1770.3020466701153,1487742
2015-06-22,1775.7948370524623,1786.8203101682873,1741.6265639028422,1772.7721589796156,1772.7721589796156,2475669
2015-06-23,1767.4238347552775,1783.6923664868516,1745.6117925131573,1781.2385213868604,1781.2385213868604,4402874
2015-06-24,1771.7556737678099,1783.9893254106996,1741.7216074440335,1754.7579860553933,1754.7579860553933,3847148
2015-06-25,1746.5273109047735,1754.739902331438,1701.1239888631542,1733.3488503906751,1733.3488503906751,513800
2015-06-26,1724.1516722262488,1732.908325956986,1696.9623515372646,1719.0393960603917,1719.0393960603917,158109
2015-06-29,1686.755260994106,1707.4399215430176,1682.3620973972577,1698.5382774832458,1698.5382774832458,4223534
2015-06-30,1741.3840008855789,1750.1435723180782,1718.012471508543,1746.8453084051696,1746.8453084051696,1354265
2015-07-01,1794.2672872796165,1828.203905328264,1757.7824043534113,1790.3875917286898,1790.3875917286898,4542498
2015-07-02,1780.9393752505882,1800.204221485226,1760.6733673577066,1789.1086817361345,1789.1086817361345,2421751
2015-07-03,1835.830286530337,1857.8943834642043,1802.6629071347038,1830.824567172517,1830.824567172517,2106665
2015-07-06,1824.8886497886433,1846.2487001292911,1806.444108788327,1813.4197708495833,1813.4197708495833,4012904
2015-07-07,1816.6867775937544,1831.8406011509014,1785.7982651394145,1818.6620976925556,1818.6620976925556,4736046
2015-07-08,1822.1619806385288,1854.5854221013474,1810.8390145110397,1829.7012979094393,1829.7012979094393,1933156
2015-07-09,1787.5984596082567,1805.5842714441521,1760.2261171173582,1784.9506018144111,1784.9506018144111,4697345
2015-07-10,1779.8699736767287,1808.7702602810373,1751.8535298631298,1772.7523493352496,1772.7523493352496,2336251
2015-07-13,1754.884537637619,1777.7239338137592,1740.8490727263177,1764.8828765295407,1764.8828765295407,2907054
2015-07-14,1773.7574306944825,1793.5966792258782,1773.5998800983857,1781.7355112478783,1781.7355112478783,3226019
2015-07-15,1781.9959346288294,1800.5054666204542,1765.779230721838,1777.5943432287927,1777.5943432287927,1822132
2015-07-16,1722.1769837409693,1748.1388380938433,1693.6067255226412,1737.5371110695392,1737.5371110695392,4138485
2015-07-17,1711.4306491552213,1724.635157959036,1711.0806530315112,1724.4860755275715,1724.4860755275715,3990083
2015-07-20,1732.3142773314225,1761.0448281875053,1688.9640872272905,1718.2326311282447,1718.2326311282447,3410312
2015-07-21,1736.9104355463019,1762.8242029343999,1706.288888144777,1724.5328122870224,1724.5328122870224,4630456
2015-07-22,1687.7470736028163,1703.5998915850791,1660.5800263854205,1701.634798496629,1701.634798496629,4431453
2015-07-23,1689.7285741425508,1698.3061477432823,1676.2169785319402,1676.4259381174727,1676.4259381174727,3222623
2015-07-24,1723.103689418628,1727.811159637638,1695.130054403011,1717.1425266351118,1717.1425266351118,1896986
2015-07-27,1728.6687275461525,1755.4196241834259,1689.0104403506787,1715.6925376102297,1715.6925376102297,228996
2015-07-28,1716.934855022702,1737.4186780301513,1691.6497639723389,1707.0772409965127,1707.0772409965127,3343952
2015-07-29,1701.1758639388154,1718.289812656459,1695.8103207701845,1713.191005721956,1713.191005721956,1269315
2015-07-30,1749.962931176335,1782.0914950129177,1702.939505205458,1737.324912036105,1737.324912036105,3785969
2015-07-31,1796.1324523098408,1805.608776278126,1755.2368009248955,1779.1369117648542,1779.1369117648542,4058141
2015-08-03,1813.1213472595412,1845.643157090776,1781.0104357428104,1799.4766512637566,1799.4766512637566,1047411
2015-08-04,1780.143836703993,1809.4073002379087,1778.2509776913973,1791.1520301628784,1791.1520301628784,125033
2015-08-05,1827.2017961588322,1857.5341500267443,1802.594361185979,1844.075219717701,1844.075219717701,4462802
2015-08-06,1868.7550996886744,1878.7781135464922,1825.5593278853792,1856.9467017771522,1856.9467017771522,4180267
2015-08-07,1893.8805402977941,1928.5367725412966,1855.240155794051,1883.9715847498621,1883.9715847498621,3884793
2015-08-10,1914.671158349137,1923.0230105031244,1884.407017569959,1895.8248138385652,1895.8248138385652,4157408
2015-08-11,1947.5197722035066,1966.7648533716101,1892.6755917834091,1931.0877394928623,1931.0877394928623,2354467
2015-08-12,1905.802833316157,1941.9273603166268,1899.6822032287205,1917.6414192003988,1917.6414192003988,3786532
2015-08-13,1889.9994092638165,1905.6334314415615,1871.536464196148,1903.0568899991342,1903.0568899991342,1575810
2015-08-14,1850.7975654172974,1864.7378114704243,1836.471776945337,1853.0957494804927,1853.0957494804927,4059041
2015-08-17,1879.8902189507303,1879.976339327518,1857.5433204074614,1874.2398945559985,1874.2398945559985,601005
2015-08-18,1896.234101109656,1932.0530794469623,1860.2620271632711,1901.9339987335495,1901.9339987335495,2736791
2015-08-19,1890.2400178320993,1905.6614696951847,1881.2735801122924,1892.6281960814638,1892.6281960814638,1586199
2015-08-20,1901.0664831089928,1909.2091742216976,1888.7650554698519,1901.501686395502,1901.501686395502,1952162
2015-08-21,1930.0532853247557,1951.9509750774685,1899.0163088402478,1934.428021269603,1934.428021269603,1358043
2015-08-24,1899.8760596345758,1924.956045152365,1875.5699504161385,1917.8867975912976,1917.8867975912976,1240243
2015-08-25,1931.189919030022,1973.2194587135177,1925.2943341790547,1936.5558086410276,1936.5558086410276,3628756
2015-08-26,1900.5610822415742,1950.1753516460305,1871.4847310996277,1912.0967535475004,1912.0967535475004,2620469
2015-08-27,1902.708689187931,1941.746692603328,1872.5354872814253,1918.175604325272,1918.175604325272,4397187
2015-08-28,1898.490033359672,1938.185518389892,1891.3535353165796,1907.0309999795168,1907.0309999795168,3111943
2015-08-31,1895.0154156988956,1921.8023058865256,1863.5966422834763,1899.4753013828702,1899.4753013828702,4182864
2015-09-01,1869.000946259538,1911.7094575839208,1864.9359734638074,1887.1069283833467,1887.1069283833467,848975
2015-09-02,1875.1189302199575,1904.6384249426392,1829.8845693510902,1858.997053542372,1858.997053542372,3150127
2015-09-03,1838.4458020084487,1870.6396785239804,1805.763029847115,1854.3987842917682,1854.3987842917682,1922558
2015-09-04,1862.6433149239717,1874.7945173557337,1826.1744204919598,1872.3379015796418,1872.3379015796418,3882941
2015-09-07,1851.83159683335,1852.4922763692105,1814.1832454358125,1844.67864484892,1844.67864484892,4779921
2015-09-08,1825.7761225550212,1852.026469712159,1790.3893491401602,1808.3368111801738,1808.3368111801738,1260475
2015-09-09,1861.802806006791,1863.4695387602546,1831.3727520147697,1847.775845388142,1847.775845388142,2586505
2015-09-10,1816.6941507511017,1856.219402238185,1816.4294086174634,1831.0935193015753,1831.0935193015753,2739788
2015-09-11,1875.3082885585147,1897.2910923125876,1868.9484426717243,1883.4690808426017,1883.4690808426017,3362074
2015-09-14,1828.6558024687174,1855.2816120010452,1817.8784398919533,1844.7764844636126,1844.7764844636126,885263
2015-09-15,1837.2649698728721,1852.3399782913498,1811.0481904381643,1832.8242086563919,1832.8242086563919,2511774
2015-09-16,1839.6881763951833,1846.2632607688217,1799.6465778664665,1828.3874471072418,1828.3874471072418,543107
2015-09-17,1833.8157820491417,1879.5485342528534,1825.4589396594329,1843.2597855276924,1843.2597855276924,2806178
2015-09-18,1847.4145312293526,1891.0087514837992,1846.5128815024295,1853.944536680774,1853.944536680774,3524890
2015-09-21,1854.1226771657755,1854.3565321281303,1831.0961472828017,1845.4581035096376,1845.4581035096376,1678150
2015-09-22,1803.4464250040887,1835.5184211221956,1783.2261323171988,1809.9101312435114,1809.9101312435114,4180369
2015-09-23,1803.095210874383,1817.9489468152733,1788.580183571805,1809.9925223563835,1809.9925223563835,3671623
2015-09-24,1875.0402893975122,1886.5783559828553,1839.3811648990343,1869.4474332187224,1869.4474332187224,1874461
2015-09-25,1822.7047887818794,1874.6101721474165,1817.8887872088637,1838.9907405469091,1838.9907405469091,2322103
2015-09-28,1838.6267938999154,1864.613623647038,1795.4917011307468,1828.1609633960186,1828.1609633960186,3975104
2015-09-29,1806.8398092575123,1832.2765249960266,1790.7508694713185,1821.1165663574632,1821.1165663574632,2332028
2015-09-30,1789.591987615836,1813.2661797506944,1777.9782990261433,1804.759076115884,1804.759076115884,2743520
2015-10-01,1778.7211628330647,1803.1730652905358,1771.3016858139213,1777.3668804458825,1777.3668804458825,474606
2015-10-02,1758.4039904574763,1771.3414259089086,1734.054926731309,1748.6735332999533,1748.6735332999533,1701879
2015-10-05,1751.6645010438322,1760.8428871822978,1719.9933349685248,1753.2588975632893,1753.2588975632893,2881809
2015-10-06,1778.8138171823782,1793.6777618886244,1746.7193750503968,1792.9542351325617,1792.9542351325617,4877906
2015-10-07,1822.4437110239257,1840.0653079607268,1804.617556798232,1823.248613931092,1823.248613931092,584475
2015-10-08,1818.0422396509791,1828.5077052539837,1786.3693614728368,1802.0143412588866,1802.0143412588866,2251780
2015-10-09,1790.0586467028902,1811.8923657308192,1779.6317755340244,1786.6645576725568,1786.6645576725568,515604
2015-10-12,1776.1963201975905,1782.6449188763975,1758.4881195639903,1776.22254473461,1776.22254473461,2402651
2015-10-13,1772.336194680545,1812.4397565292265,1752.796932547948,1785.1563963568544,1785.1563963568544,2191790
2015-10-14,1756.4016894291492,1788.4024211559524,1731.2776861149134,1770.452330566566,1770.452330566566,967856
2015-10-15,1767.569566676189,1779.1891392951675,1743.3582627732635,1758.0827486411802,1758.0827486411802,852610
2015-10-16,1728.6403617272679,1744.2261757716617,1694.7929939482565,1717.7233479058243,1717.7233479058243,3046841
2015-10-19,1663.2537054071645,1685.8225428777907,1643.7348071564027,1677.4465773230215,1677.4465773230215,3872952
2015-10-20,1626.7313008956098,1651.001520087742,1581.436428020456,1613.567935982265,1613.567935982265,4031293
2015-10-21,1627.653929994183,1651.3873544089201,1616.3820650716877,1626.0567940323544,1626.0567940323544,4756443
2015-10-22,1602.3994191629934,1609.3522088412162,1593.801283638419,1601.6571333033364,1601.6571333033364,3740619
2015-10-23,1620.0454471665303,1624.930603688437,1599.8100032735258,1614.2664030728124,1614.2664030728124,2858794
2015-10-26,1598.4209534960003,1604.287834053489,1582.2757226098329,1602.8038692481186,1602.8038692481186,4373663
2015-10-27,1617.3837444608046,1628.810429209784,1592.8135477391206,1608.2937407349868,1608.2937407349868,4422902
2015-10-28,1629.9351539323081,1645.6474947483598,1592.2038119320334,1617.7945992980976,1617.7945992980976,3506832
2015-10-29,1545.157469598208,1562.293263868382,1526.9154643716315,1551.1218783179206,1551.1218783179206,882198
2015-10-30,1548.4001650109906,1569.730616587925,1535.5493659902104,1550.6944324881133,1550.6944324881133,1389388
2015-11-02,1542.439102074796,1584.5677430337105,1531.1802042197796,1553.547404831164,1553.547404831164,1199458
2015-11-03,1569.6617056659786,1573.6978031617257,1550.0887883585565,1560.7002101816831,1560.7002101816831,1545890
2015-11-04,1541.1303450020241,1553.444069087692,1517.7014112691036,1547.297248684168,1547.297248684168,961572
2015-11-05,1534.7144138255012,1547.4202920090268,1513.923016209397,1534.7216846746421,1534.7216846746421,272822
2015-11-06,1529.0157534961793,1557.4579595233201,1515.5670906524208,1542.8486311350157,1542.8486311350157,2533031
2015-11-09,1557.5624962220281,1578.1428325413049,1551.270518940796,1557.5732698164304,1557.5732698164304,2161443
2015-11-10,1550.4557285692065,1593.6847699698583,1550.0784998841839,1565.029058031565,1565.029058031565,1678121
2015-11-11,1578.6741858632809,1595.9092421455769,1565.4472201402286,1587.315824198179,1587.315824198179,4973551
2015-11-12,1572.0030217675526,1609.5797247221983,1563.2939606548216,1585.8922648454447,1585.8922648454447,2073635
2015-11-13,1599.5529534091272,1631.8469838827145,1585.8414882926836,1614.4128611790495,1614.4128611790495,4118850
2015-11-16,1580.6076347534158,1612.3407301779816,1549.9664046102694,1591.3096760886829,1591.3096760886829,4908070
2015-11-17,1625.5379265758136,1653.3054646649498,1600.4153530285719,1629.1364323483017,1629.1364323483017,4013430
2015-11-18,1619.8582527444821,1626.6721548850269,1612.528262410857,1626.3059143467392,1626.3059143467392,4356742
2015-11-19,1611.5129545896395,1620.3565266897758,1590.3889273487398,1619.4414604730323,1619.4414604730323,288474
2015-11-20,1611.6249195762198,1630.3305298217558,1611.3380185985839,1617.932607388945,1617.932607388945,2671800
2015-11-23,1608.2480970320157,1633.9412795212168,1594.9180770140683,1623.8526461264923,1623.8526461264923,4008861
2015-11-24,1645.8689055403365,1658.9468612610165,1602.6394181380965,1633.778209676758,1633.778209676758,754587
2015-11-25,1650.0094948359574,1681.7774856060323,1608.9021206243801,1634.143887996044,1634.143887996044,881056
2015-11-26,1641.645487355058,1660.1473295166309,1616.169702398478,1656.6951966860688,1656.6951966860688,1552496
2015-11-27,1703.3842969377815,1716.3492041860118,1666.8835216675648,1699.627634245916,1699.627634245916,2465548
2015-11-30,1679.5280759502816,1708.3177707572845,1646.5643905807344,1666.0620887928878,1666.0620887928878,739628
2015-12-01,1697.768264265106,1720.490030736997,1679.876044046037,1691.5482713114188,1691.5482713114188,1002371
2015-12-02,1684.0215222705826,1707.073273009112,1656.1355282870281,1695.8794111912994,1695.8794111912994,4549798
2015-12-03,1735.243898266991,1763.6811524718273,1695.6474349479458,1726.0153427589592,1726.0153427589592,1269683
2015-12-04,1726.30890062979,1745.1394012491814,1683.0267938705845,1711.714155353748,1711.714155353748,2507681
2015-12-07,1744.614885395367,1775.7192919357328,1743.6100189130066,1746.3389507212617,1746.3389507212617,1529681
2015-12-08,1723.5147928966023,1739.7052670774374,1713.1930838169785,1716.6700597990034,1716.6700597990034,360788
2015-12-09,1736.8171342552118,1754.0519643499738,1729.1914149842812,1732.7486690890864,1732.7486690890864,2150855
2015-12-10,1780.0534212171094,1798.82845354935,1765.862720674991,1770.5563500482458,1770.5563500482458,4324131
2015-12-11,1778.3726412467706,1796.9652807371212,1754.9920604369056,1787.9285926603823,1787.9285926603823,2203569
2015-12-14,1780.8384100399817,1809.0124821810432,1774.820624634042,1782.834889957784,1782.834889957784,1538055
2015-12-15,1812.8049450654821,1826.8216599832595,1810.58412216085,1823.8628280565583,1823.8628280565583,2393569
2015-12-16,1837.275970641408,1869.5366746701752,1831.4873429576587,1835.496196665476,1835.496196665476,2148096
2015-12-17,1824.1677413040973,1854.8363504745687,1789.6328089427545,1835.9945960391492,1835.9945960391492,1604381
2015-12-18,1815.1682579057942,1841.6904276818627,1792.755753846268,1799.0688825373868,1799.0688825373868,312785
2015-12-21,1790.2040424329439,1810.625207807549,1768.2568362584984,1785.0085967059374,1785.0085967059374,856318
2015-12-22,1876.8307491508108,1906.8815201412297,1845.7484216103142,1862.2332325536706,1862.2332325536706,2404174
