,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,ITC.NS,KOTAKBANK.NS
2018-02-02,2471.066301438925,1766.7598754761163,1335.528903382855,1777.2761232379903,1744.0735700663654,1487.539439600495,1477.9162141730249,1560.8881120985784
2018-02-05,2418.354538566457,1768.141031974246,1377.5448085228213,1779.8694105095285,1697.95672651638,1453.6078936054837,1441.5940255683688,1586.0093313899304
2018-02-06,2431.660447621103,1796.4220316269514,1391.5677924897973,1779.468014693176,1666.5598545330345,1455.4087236916062,1419.019563946236,1599.1019154556566
2018-02-07,2463.0771096482667,1824.2974325876328,1403.5841396940918,1769.876106139151,1645.9062340404191,1462.508857192591,1419.5187478266796,1619.4822215290815
2018-02-08,2463.494836316869,1862.8039455190872,1413.742265600337,1753.0400290093812,1607.9835816512336,1478.968393789745,1435.8305219271867,1591.5614679869932
2018-02-09,2430.9408144954014,1840.8455927668545,1391.5710099271805,1726.982806499444,1582.0994332099249,1502.0975574200577,1435.4191606943955,1622.3414782298246
2018-02-12,2436.258331757472,1858.5966288817333,1415.5496288522093,1745.3610258397937,1562.086805092791,1508.3478610838192,1433.8724302941287,1624.090052396517
2018-02-13,2391.3778201844225,1834.4341018367877,1381.572548311823,1754.0575831738415,1578.5969688342636,1497.607706437833,1446.5945916985604,1601.8310521530464
2018-02-14,2395.1512562705648,1857.3389257547783,1388.8882992829738,1763.1470203457354,1579.5681419821829,1483.0166388622308,1424.3679148380008,1573.888858223716
2018-02-15,2397.9731963424942,1865.175509982272,1394.650489923035,1753.127851987599,1609.1441049998366,1442.4058366747986,1455.8708719100032,1594.2899318824807
2018-02-16,2427.501024003249,1887.6575693550187,1443.132688842329,1764.183171786676,1605.921796492631,1435.1107424036904,1454.0222097814913,1586.3496698116498
2018-02-19,2424.251053197955,1883.8334405432583,1463.918719135081,1754.980631972042,1621.883244667422,1435.570749981805,1445.7241244032298,1588.8269283583277
2018-02-20,2427.097852966686,1903.1868784034384,1488.2112770299643,1747.378599655744,1629.6019817558883,1470.298590243408,1423.7561581691211,1611.2448066187803
2018-02-21,2483.519657540074,1906.184608402801,1492.9963927059837,1787.5345138858845,1645.307608041623,1491.5695856278417,1446.9895837170616,1647.1101470515987
2018-02-22,2429.815645786443,1922.4239557106544,1455.5953626167477,1811.458449616891,1604.2010570507518,1486.4200888209637,1458.8513209011955,1691.9246247564595
2018-02-23,2453.528560807058,1938.8308413669704,1455.8898570861606,1791.7305044521397,1575.7010143000416,1523.1940992705165,1458.644834909157,1676.1035969696497
2018-02-26,2455.433117190964,1915.1388507224533,1408.3127562373272,1756.363199559272,1543.3415351180504,1518.1947666884219,1444.2153357479033,1662.3950091938084
2018-02-27,2416.555510898739,1954.397280963572,1397.953281352431,1787.665732910045,1548.3457209642113,1519.422396873215,1432.855677218491,1622.0366065408755
2018-02-28,2416.922090309743,1924.048516492143,1428.6998309940695,1821.9865921611931,1519.781414384242,1528.5534752888682,1420.009984008441,1662.0824292343357
2018-03-01,2496.2969123099683,1929.2752852242377,1405.368380107372,1831.1672299220663,1490.988723139717,1535.6419061604092,1434.8680868209492,1671.4779843336967
2018-03-02,2505.543519405536,1899.7097242163463,1423.73016748522,1881.4492414520607,1476.5194926050378,1545.3479397207907,1394.3600927603402,1634.0414751004419
2018-03-05,2556.9660454290124,1914.551270781213,1420.3865622401538,1893.7576202878956,1485.7305772762656,1561.684767607121,1395.6845837201195,1615.8018790380133
2018-03-06,2582.3452868092377,1954.7144191374832,1409.6819072527094,1942.5048085862825,1464.4770934216283,1539.3815345972203,1426.6410603519864,1601.5579187111587
2018-03-07,2561.553046113473,1976.771089288586,1417.0022936112423,1950.0714664646323,1480.298563172706,1531.502699543714,1447.239642080103,1584.9504277782069
2018-03-08,2568.3309663568143,1932.581878711536,1414.8201081344089,1981.6769487418587,1519.0277600726115,1542.7379785687313,1471.9650317408173,1563.0806909534383
2018-03-09,2585.1149123487226,1912.095847684428,1417.4659080494862,1970.225028453528,1482.0739591204328,1539.4824780359104,1461.2309737503701,1541.4463455889816
2018-03-12,2586.655849243074,1903.8979137977133,1473.7701956421074,1975.987376359984,1490.3050603475597,1547.6217400528947,1477.6081595200062,1532.7647233065777
2018-03-13,2643.2448889246216,1921.994332780892,1477.2400752154092,1973.373242971372,1489.3766569830302,1581.7589278714058,1479.5336044356286,1578.8704687986885
2018-03-14,2633.4298998068834,1918.8782824345865,1503.506518166723,1960.6080891216125,1491.5652622021173,1570.066062109649,1496.788238887662,1555.7301914175541
2018-03-15,2652.483941120122,1932.2332816201972,1513.5759398231544,1983.4640352800832,1467.8062531639496,1614.8778673415081,1505.073563231362,1556.8253762129393
2018-03-16,2648.7825102550496,1936.832847318029,1533.4829223498618,1974.2057246514803,1454.1912191376744,1613.4130786139874,1456.755838657157,1525.624190272463
2018-03-19,2693.9562341120964,1861.2022841847208,1546.3205097379123,1992.579328714596,1501.425951689848,1616.100732424429,1460.9619944511967,1511.477379053624
2018-03-20,2678.443225329934,1815.2334873500213,1520.0983150948214,2003.7288418574992,1503.8371063469076,1620.862835389135,1455.540942897006,1495.5660178523362
2018-03-21,2660.869823975618,1823.3476450413143,1509.4504690184654,1992.6244984921177,1504.916097958195,1637.7396170917248,1427.5454414195758,1452.4925020522649
2018-03-22,2676.6772155328204,1795.001012487979,1498.0068690100136,2018.618609419521,1505.4597523148184,1629.6640817693326,1401.9230981631167,1420.7297795337029
2018-03-23,2695.0668004971303,1822.250801171042,1503.7658015445168,2037.368092238798,1497.8626312140905,1607.6704722039115,1416.405673605908,1439.1802384504792
2018-03-26,2725.719542642584,1793.7032006427758,1473.0083481622478,2100.976270237272,1481.0140858787872,1593.8847601361094,1402.4436700511267,1424.7463961633316
2018-03-27,2706.905312346589,1826.2558772603943,1454.9876178996187,2098.899846007062,1474.7116198155436,1609.753632077604,1364.1463724052312,1432.6286649195708
2018-03-28,2682.273781094711,1815.060219548138,1417.2674752425798,2134.2629706911,1457.5318110160408,1621.0918939506287,1347.289343651725,1417.828883347311
2018-03-29,2747.053917762516,1836.0165724030653,1417.4613911733009,2130.9707703918216,1461.6703790228464,1641.1352756254375,1371.246177346555,1437.1205059717754
2018-03-30,2781.5942014518064,1865.317455129761,1405.2736139686758,2142.389417385033,1508.9200209295525,1636.0914824496647,1377.69775062841,1403.1643135433815
2018-04-02,2727.511847672651,1876.218245443256,1381.6844849558315,2163.841962966192,1501.3640483483434,1686.9866968268723,1423.8401785639383,1408.204202039964
2018-04-03,2686.684126705952,1865.7191130585363,1368.6951430137335,2117.195066515021,1506.2985307403635,1699.3790482837644,1440.3783053787708,1381.8842950143658
2018-04-04,2655.2408430751407,1851.778519304277,1348.8580757686966,2105.5752792080507,1485.7686884989191,1719.7101632760503,1414.657961188008,1360.3995635882125
2018-04-05,2698.6430655048134,1880.8339057514536,1369.8044175534558,2081.373725894378,1443.3000509785534,1694.5758617256013,1407.798917432319,1329.5671916798083
2018-04-06,2703.1371164890984,1944.5866788305232,1373.015816812824,2107.7765361952484,1433.669155893719,1660.6160746785356,1460.4326072151207,1317.262871083643
2018-04-09,2670.9681031457426,1943.1028535774717,1380.8411677062677,2094.417139512111,1446.1739779671857,1669.2180982611173,1492.4286311682276,1300.4626553639894
2018-04-10,2688.099691345893,1934.5149467131275,1366.4415053199136,2102.0743170900823,1429.1195093220094,1669.3786787937745,1465.2592036757421,1268.097561806876
2018-04-11,2738.8710609345108,1935.620517474561,1364.2292639829247,2092.4128095099413,1440.495775390362,1697.0405588269766,1494.9549497525077,1238.988294379659
2018-04-12,2777.4186538901004,1905.938868096399,1426.972730979117,2125.9481072199683,1414.074151682391,1670.4284738472227,1490.8452588895216,1229.2618596478658
2018-04-13,2805.989196597608,1910.2007160534863,1441.3219707840817,2153.046131807085,1431.3304881473127,1671.9682625005735,1504.5866571478236,1254.2996074152952
2018-04-16,2739.633259198417,1896.6899198133688,1452.2665108755834,2150.141594963001,1420.3326547379295,1663.3397561246034,1539.396565781144,1252.0730933417515
2018-04-17,2722.8199203185577,1835.03252055296,1479.2665058148634,2181.4628795725484,1422.5317668623834,1678.656902129024,1582.933457267164,1244.5551953474194
2018-04-18,2746.4814985756257,1827.2186897756428,1499.4012849430217,2138.429431912902,1420.2353475041048,1643.4303201185464,1587.847026897247,1230.8555843410659
2018-04-19,2704.344940178481,1795.704761947385,1514.108623101387,2221.1101976068094,1440.828153766456,1656.2385006304355,1591.903734032577,1193.1993520465396
2018-04-20,2752.2340115582037,1792.2031996061075,1519.5716853424178,2226.2254443843167,1444.0957155156852,1655.636622769258,1611.8145399833234,1209.303942656556
2018-04-23,2735.919885974719,1816.426774427868,1497.7684321096556,2263.025233817429,1436.1139171255857,1674.6892322115928,1608.4027915454756,1208.7186032277605
2018-04-24,2728.456894719811,1825.3037763207856,1497.9305024684368,2226.9979593622343,1435.5274786842767,1646.5338024799998,1612.3739574690749,1196.691342837145
2018-04-25,2788.294511801332,1799.691499189685,1477.2802149868269,2257.101390305688,1449.39942255277,1660.56503809622,1592.257980799225,1143.092242265153
2018-04-26,2757.484238627406,1798.1885012505977,1499.200710403662,2207.0946273349778,1482.1767546263793,1649.2374487648756,1580.2258424680276,1152.030801419184
2018-04-27,2749.730491604021,1810.1890387134808,1497.622536108772,2198.887160862499,1499.0601188914857,1674.1996849807479,1584.1857874663517,1151.9398348879945
2018-04-30,2690.4173428790423,1843.710954065448,1517.841422996516,2187.144700788852,1495.2914604768466,1738.5948199229638,1600.1014670957493,1142.8056880922468
2018-05-01,2726.905346854806,1891.9396905131057,1505.6220090152965,2194.779405602538,1488.747832137217,1771.6985391418339,1591.0922605350804,1157.2043997776152
2018-05-02,2847.151937644892,1921.2903551060283,1482.049119086608,2215.149563634234,1508.2821266785866,1759.9347261058358,1604.6988066008164,1152.0348699963633
2018-05-03,2787.36966104839,1928.4762599694495,1498.9844834155626,2173.752261313939,1497.238561017047,1741.7222647057788,1596.0922185407169,1152.3916365114826
2018-05-04,2701.682371121997,1933.5060424527069,1474.1844527130131,2176.7291228850745,1476.772434344128,1774.45216175652,1563.9340430169032,1186.066546427967
2018-05-07,2730.289306745259,1896.0885141132685,1509.9533689596317,2161.7350127606373,1484.74418575646,1766.2072395100072,1551.1351560704425,1222.3221556816004
2018-05-08,2700.643588414806,1890.8920996165143,1527.3957742845785,2175.8762118318355,1492.291854147469,1755.193090837639,1564.2149227630284,1239.706033993583
2018-05-09,2692.7828122885817,1914.2192839557365,1521.7942638624984,2190.5630535346904,1492.337719946151,1727.2334243457879,1537.8028984654059,1244.2526151567072
2018-05-10,2740.687061949277,1935.015365209556,1508.6886487165289,2209.286136969484,1470.005009415355,1690.4048092796486,1543.8913951824277,1213.7436557926853
2018-05-11,2720.714333668738,1922.647174515975,1489.6165411152867,2243.545299407847,1502.6904964900928,1732.5077469362116,1541.607009088535,1210.2807743570577
2018-05-14,2700.3838888425325,1955.9323758551568,1481.9911473299742,2238.60009713074,1470.14295966578,1736.720831443052,1590.6219798770614,1193.963305717695
2018-05-15,2629.644798200986,1984.4409533454411,1503.7797381875585,2237.8575338367723,1469.5075954940676,1739.0830582304698,1575.2419261023263,1175.797692197836
2018-05-16,2687.696055384649,1941.607760341571,1508.544373206825,2239.4563760878746,1494.747866745873,1744.6756341555326,1550.9650008310043,1151.3397073947142
2018-05-17,2678.401023205218,1872.071849849547,1515.2982435954036,2285.829976167156,1503.017050273235,1723.9698838879208,1521.5224517994918,1169.4641458274928
2018-05-18,2639.262767155471,1867.246615338325,1519.6526089704682,2254.0868181057176,1549.591387194621,1715.160415146807,1498.076959106562,1184.8073661227463
2018-05-21,2624.236257432262,1842.251729198273,1469.583868000242,2282.2137437918664,1558.0406868861237,1766.787649119545,1521.486465803134,1184.7006427988583
2018-05-22,2549.142880197821,1896.2666041162447,1487.958986002643,2284.983085830448,1574.6169554187377,1767.9072906302654,1489.8664092870192,1211.5294895975721
2018-05-23,2487.10940571764,1884.0128111132267,1465.5943638719796,2329.3293265006805,1573.4763388058718,1716.1812042626732,1497.148066871099,1186.010516675216
2018-05-24,2475.2621517982097,1872.3821755416927,1464.7863346488623,2339.538516180096,1580.9653518528291,1668.980614061112,1481.4379655076295,1188.2886221555352
2018-05-25,2471.036413207911,1869.4172379574504,1508.1116067615706,2302.9034236930665,1628.9310877463902,1652.7032378180609,1506.3638248016102,1190.9314958033601
2018-05-28,2500.7625154862326,1855.464912481832,1518.308476736718,2300.6518762165247,1606.778651978413,1667.1532466608833,1504.9706511791353,1202.0966878581653
2018-05-29,2527.1259483535628,1863.124589569407,1491.7131944197276,2327.093656339715,1606.4763010968786,1696.7596736176322,1528.8225363868505,1254.450938856319
2018-05-30,2524.130997638945,1889.6796713915396,1499.648260780045,2307.751804747877,1589.3188773151626,1713.4303442759833,1514.2012189617703,1246.2635654491494
2018-05-31,2547.980376225239,1879.518843180561,1513.1355853150749,2323.351296657278,1563.9699207385934,1718.5581994484885,1535.5512771123902,1227.1272724996325
2018-06-01,2538.155510817417,1895.537764195286,1506.028112195709,2330.916326086233,1555.5764548058175,1735.236328872209,1564.3534453474342,1236.9486345155892
2018-06-04,2500.5301035654743,1868.9072916089804,1482.4399771106382,2353.755665494094,1548.2259685538124,1744.3372908965096,1625.6893774773507,1226.5471353175767
2018-06-05,2530.943965807965,1835.392487437855,1514.5242627977098,2308.3512735490863,1521.6291193743468,1712.1337407695826,1602.6704374957044,1223.075595123263
2018-06-06,2454.9982243094014,1833.7836237554145,1522.8445501748836,2329.977253915544,1587.124004210318,1747.9748118097298,1645.662339982268,1246.3638206918845
2018-06-07,2439.175110578628,1842.539877652404,1507.3179720553371,2306.0948840261644,1591.2465214772442,1719.5046386902873,1657.8184112386946,1236.5090110562633
2018-06-08,2403.0426998400885,1837.089528192963,1509.0975295258395,2282.070285831063,1579.5958296942836,1706.1388588908217,1644.9098931508602,1251.8898656861993
2018-06-11,2439.6972606340023,1852.7320961037328,1502.7190478979146,2253.6310948529176,1597.956346683298,1747.4462372277555,1665.0972278176778,1272.5947648051983
2018-06-12,2448.031048784423,1806.9074610427197,1497.0385972357858,2300.4941886780603,1592.794978746613,1733.6906442480051,1626.0960702898158,1262.109606134169
2018-06-13,2383.231258833041,1803.4475289622264,1494.3380044502846,2317.075425954223,1582.1420410490923,1698.5264848664738,1636.2778094228345,1247.9629808131217
2018-06-14,2402.310693499643,1791.2279355172132,1491.4244669010084,2362.096285144838,1634.6892183638895,1694.6591732316078,1651.7600280215447,1298.3412767776906
2018-06-15,2404.7379254170824,1800.9061690920523,1473.364030317553,2344.210956192724,1624.290769773874,1679.5530839202636,1684.8753920331724,1307.2931677428446
2018-06-18,2375.554092535541,1798.4851656941014,1474.2224454882746,2387.977279273979,1610.5687705343962,1644.038388456422,1724.9692175609011,1265.8876927982503
2018-06-19,2355.148301103872,1791.3487344880796,1457.1571019520666,2432.10607114332,1591.0773398909464,1657.6900171509253,1714.6837058340689,1255.7554387522084
2018-06-20,2376.131255597895,1808.4212813642653,1460.406203036517,2457.7373514078404,1597.0719290403522,1625.9153496493232,1685.205541401724,1257.5040110401364
2018-06-21,2406.31955905131,1808.0878060063412,1461.0738355745598,2479.220482804532,1570.3143174925835,1645.5951206340164,1721.0482675376002,1246.3590750623835
2018-06-22,2395.314328830113,1779.0781116677329,1483.8815408575836,2515.848441460139,1572.8658403592835,1618.1683675381305,1738.6894954288998,1263.1654976959953
2018-06-25,2413.8433819542497,1786.5159554129073,1502.5217630167415,2465.9162591718527,1546.0967803499184,1633.3013201049027,1743.5740251463665,1273.5786348361369
2018-06-26,2385.6486667000804,1803.9646966080047,1501.8034140006566,2489.4980705620023,1536.4816582345202,1671.022604579682,1786.782888137328,1306.4646061220694
2018-06-27,2443.5704893861966,1850.1248975679655,1497.3804915443352,2530.987370619963,1567.776535550492,1672.3391695739238,1753.3856433587116,1286.2336366627294
2018-06-28,2515.998185018417,1829.8943109538643,1532.069615437536,2553.707818142884,1580.2508323173456,1659.229256744686,1732.2884119917471,1277.3707654702112
2018-06-29,2467.471133846044,1850.4062530938636,1533.1150162276022,2572.265797801173,1592.2094033652857,1690.7797867233369,1767.3309440053317,1292.3485137016653
2018-07-02,2517.115984614504,1837.106554155735,1541.2557899773476,2575.3103122290368,1563.4632614581992,1670.6786818063692,1746.6531130138849,1304.3101371647388
2018-07-03,2565.190691955533,1852.032302937268,1555.2181249855023,2554.698234897368,1574.215489627651,1623.1910063035539,1748.904538947236,1303.236907391289
2018-07-04,2590.0620183076658,1855.8204004574504,1543.423863903718,2600.385541152591,1532.325007421614,1640.2345739428715,1746.332123488866,1268.9764442279622
2018-07-05,2497.087442311071,1816.8924345140567,1508.2561121377912,2622.679335993115,1540.2074893601923,1699.3273330083548,1759.6201632933314,1269.3826862177937
2018-07-06,2539.796815245846,1807.5136216696071,1478.7414799486608,2602.3807350763063,1522.854322628833,1723.1126350001018,1734.0681457766123,1279.1517805014996
2018-07-09,2545.3546374791263,1804.195862917822,1465.8794134779812,2637.6512239654257,1486.1712475121535,1731.0273622854,1750.597893530372,1297.171324988846
2018-07-10,2559.059727720072,1822.0014478107585,1451.9210778683623,2662.694109950937,1463.380213681526,1760.4136896219636,1779.274602075489,1292.3784290545552
2018-07-11,2549.5164184702003,1849.4371115274512,1441.3561689029868,2684.927322565286,1421.202382663831,1758.151007363923,1795.2720087868472,1316.8046540107237
2018-07-12,2533.864744231372,1840.610032263416,1426.0019300264564,2676.500691373413,1413.7901720487446,1726.6493514367396,1823.8048281406657,1305.0625847429621
2018-07-13,2507.700564480409,1889.179825484072,1430.683793131911,2696.072575210316,1412.9593701098863,1676.445380838868,1769.913438357038,1285.309422641057
2018-07-16,2508.136139988846,1875.258434507107,1429.1676355247553,2678.494487871534,1421.9658916277567,1708.9317164923175,1754.8709158175905,1310.4973991573775
2018-07-17,2496.156630970356,1879.8874518945852,1391.7721942760977,2615.594765722172,1353.2230813283147,1732.396126534101,1783.2024521526885,1346.9351791721735
2018-07-18,2541.089557597802,1882.3449471148035,1418.9856697850205,2654.984746458884,1357.9768595706662,1766.7083016715194,1805.9572545953388,1350.563589038115
2018-07-19,2582.4600075548483,1876.650911093693,1395.344492735616,2625.025749451522,1326.1610793211205,1770.1366894902158,1835.3018237415488,1367.2269602631495
2018-07-20,2576.190591461858,1852.8958085398997,1371.8372236867067,2644.89152234822,1315.2592510010247,1728.097637598874,1865.489240910768,1373.9498212164456
2018-07-23,2553.195818737526,1833.362532041749,1400.702845767238,2741.1823178922023,1274.7774603509226,1708.500730919231,1853.6563247853585,1345.0052879873049
2018-07-24,2575.471605039635,1873.7195168918704,1393.2701706942753,2680.927668484666,1266.117139336674,1698.823956626468,1890.586241957418,1382.4352813798841
2018-07-25,2628.5933980812374,1861.4613066394536,1393.5659002096068,2667.4713310324323,1272.9905347697838,1662.772683211938,1875.13457183753,1368.9451177908347
2018-07-26,2564.4232425920377,1850.5406982478933,1416.6723716017375,2638.366749621696,1294.9891866275325,1678.4103610690654,1887.4786174849285,1358.314906820787
2018-07-27,2538.19768173412,1868.8338064302125,1421.9230043444484,2630.579838871028,1314.3493776316495,1666.266215285298,1842.0981008667097,1355.3709369972103
2018-07-30,2508.7245537440663,1827.6038105889943,1391.245495067487,2616.963430188523,1317.6796111769552,1668.4866047407222,1844.9264168171399,1328.576610951772
2018-07-31,2598.8829485041324,1817.6954089515416,1385.4923730462529,2618.55203323837,1360.3299069622842,1689.962042336518,1875.7881933708036,1334.4531450970846
2018-08-01,2615.757015859488,1829.208811764188,1420.8531305315255,2557.897572869804,1393.7293105732003,1679.9614865070007,1935.9456484105071,1354.4829064656294
2018-08-02,2631.545321030262,1807.87964935969,1397.6149439401984,2570.760385441536,1396.6238706351248,1678.9498090592674,1930.8919827884624,1360.097333950198
2018-08-03,2627.8390345208104,1820.052790388548,1358.9078638986268,2562.9421089329758,1394.3233605449034,1669.6365779638159,1934.8391883644586,1336.4903244615966
2018-08-06,2611.792493680676,1811.738423840609,1384.744178568326,2512.521250759481,1411.9148524724187,1684.439797785703,1927.302852758188,1364.6471850222736
2018-08-07,2578.0073026701766,1787.0600537722787,1390.6429316687152,2559.5268033281204,1394.7038100835664,1707.3181009081884,1904.2948123641127,1414.5191640088117
2018-08-08,2600.2111970792444,1827.632847714797,1397.8224241671571,2620.489280722335,1346.3966468043554,1743.3783936728823,1857.0430220114147,1444.8368730496527
2018-08-09,2648.9605110817693,1818.17566232876,1456.7522912576253,2657.1420713040507,1361.9803207262455,1773.2521516706931,1839.3437595802448,1428.5171369924115
2018-08-10,2637.488671414427,1818.7321794900704,1482.9021437761132,2666.5261591576163,1406.428465925774,1778.982724766883,1818.3191258336508,1419.3252964202886
2018-08-13,2616.475558603426,1863.4511098987343,1471.6748260342315,2602.350149837971,1414.9978291246728,1750.9475663716596,1871.7505082816829,1411.3626383655442
2018-08-14,2510.0406507116863,1899.9804911907263,1488.9691521487762,2617.7251967025622,1426.64558309426,1764.7269815320592,1911.829441362904,1425.222929838254
2018-08-15,2494.709519221453,1878.4094908681056,1466.2764386555164,2623.560450028475,1439.4293900172097,1766.8493081367062,1844.6098757385655,1410.644702602372
2018-08-16,2469.421610286852,1898.9359234706096,1481.3057060749682,2592.411927585109,1421.4102864640688,1782.512922310102,1829.8334310203913,1419.737637092008
2018-08-17,2448.8346970581792,1913.5275615903404,1486.07917887981,2574.509502664376,1464.6190327102272,1814.4224674348259,1873.3739442744225,1424.064947603289
2018-08-20,2446.065993804856,1894.7779293617896,1480.9292371862289,2539.317298928702,1471.539493735787,1838.1490386278,1925.8231570333805,1429.8954220032574
2018-08-21,2432.2377686659734,1888.589701986325,1454.2484350413108,2533.165952546949,1464.0006900633762,1852.7358510993297,1925.450016090266,1415.1238754844605
2018-08-22,2438.3730133254294,1940.7185097442027,1474.0678703849596,2544.7250114295425,1463.9194288020287,1853.5479005101204,1935.16566848052,1427.960114588139
2018-08-23,2459.153965555624,2003.1443285189807,1514.9983172579202,2597.4358870224683,1474.3141250864028,1844.521603697494,1935.5151849408617,1424.9162282797618
2018-08-24,2404.652068652181,2016.405222144717,1521.9814644687071,2604.0307152278124,1496.248817342985,1827.7647351568803,1919.080267507703,1411.789150876157
2018-08-27,2405.539721114636,2017.7617084862093,1517.1980197854268,2601.2676459457853,1512.2678227181686,1844.535782833248,1894.0608420866813,1379.4469668800061
2018-08-28,2378.5309372703696,2047.2483860062111,1544.9497435454612,2570.5723376983565,1477.2933324507644,1883.5534030721824,1873.552445716498,1356.439698821163
2018-08-29,2340.771514041348,2042.025781706915,1564.5868142403103,2598.058360568459,1482.2389378880864,1796.6775048628726,1915.9237967775996,1373.8580971715633
2018-08-30,2348.6456821107304,2044.9484089578723,1534.8738208892732,2677.296002955327,1477.8649337417576,1788.6301142317222,1903.6652667944666,1398.8787146727934
2018-08-31,2332.7891394898893,2037.808210015231,1551.91225953058,2693.1695357443746,1448.4266068787897,1781.8494105061918,1894.7743745143157,1392.8066254558537
2018-09-03,2345.351732768717,2050.071434395332,1563.3262484487518,2692.913220820988,1440.4035891578417,1770.864310301515,1909.1761767093396,1387.3889306508645
2018-09-04,2340.128046612592,2032.5579168045665,1537.9417901085103,2665.851617614917,1436.9611455145985,1793.3764967453685,1925.3438990647012,1330.3187598278998
2018-09-05,2374.8294210775293,2021.166204586901,1521.2390023334528,2690.291690454698,1458.45091314855,1799.1546854632747,1936.2908220638033,1352.2390843104836
2018-09-06,2358.8492479277165,1988.094098045656,1515.485751767142,2732.6415371759194,1441.317955485295,1812.7194028942934,1932.900340588011,1394.255662323695
2018-09-07,2374.54199072235,2018.8457190037168,1530.3104093894387,2756.4961299411693,1415.222364324508,1844.6804106636487,1937.7814078741035,1413.8798991874633
2018-09-10,2370.4345696009605,2076.6953668361084,1521.516160850446,2764.450215197705,1410.2901698528483,1868.5868939488385,1907.147434484235,1451.450367821422
